company_id,Registration Number,Full Name,Registration Date,State,Registered Address
C 108272,C 108272,Ubuntu Energy Ltd.,26-03-2024,Active,"['SEED BUILDING C1 MAINLAND MICRO ENTERPRISES PARK', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 9643', 'Malta']"
C 108273,C 108273,Stoop Ltd.,12/4/2024,Active,"['33 ELENA COURT FLAT 2', 'TRIQ IL- QAWWARA', 'MARSASKALA', 'MSK 3515', 'Malta']"
C 108274,C 108274,BlackCat Traffic Limited,12/4/2024,Active,"['SOHO OFFICES SAVOY GARDENS BLOCK J', ""TRIQ D'ARGENS"", 'GZIRA', 'GZR 1362', 'Malta']"
C 108275,C 108275,The Boring Company LTD.,8/4/2024,Active,"['ABACUS BUSINESS CENTRE LEVEL 0 BIRKIRKARA BYPASS', 'TRIQ DUN KARM', 'BIRKIRKARA', 'BKR 9037', 'Malta']"
C 108276,C 108276,JPE Developments Limited,28-03-2024,Active,"['60', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1103', 'Malta']"
C 108277,C 108277,SKYE AND CRUISE HOLDING LIMITED,15-04-2024,Active,"['124', 'TRIQ IC- CAWSLI', 'QORMI', 'QRM 1000', 'Malta']"
C 108278,C 108278,Stellaris Consulting Malta Limited,15-04-2024,Active,"['CENTRIS BUSINESS GATEWAY II LEVEL 3 SUITE D', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 108279,C 108279,CISSBURY HOLDINGS LTD.,15-04-2024,Active,"['LEVEL 5 CAROLINA COURT', ""TRIQ GIUSEPPE CALI'"", 'TA XBIEX', 'XBX 1425', 'Malta']"
C 108280,C 108280,Aberdeen Consulting Group Ltd.,15-04-2024,Active,"['NORTHLINK BUSINESS CENTRE LEVEL 2', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 108281,C 108281,Silver Dawn Limited,15-04-2024,Active,"['Q2 LEVEL 7 QUAD CENTRAL TRIQ L-ESPORTATURI', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 1040', 'Malta']"
C 108282,C 108282,Shinar Holdings Limited,16-04-2024,Active,"['102 SUITE 3', 'TRIQ SANTA KATERINA', 'ATTARD', 'ATD 2605', 'Malta']"
C 108283,C 108283,Newwell International Ventures Limited,16-04-2024,Active,"['REGENT HOUSE OFFICE 21', 'TRIQ BISAZZA', 'SLIEMA', 'SLM 1640', 'Malta']"
C 108284,C 108284,FREVA GROUP LIMITED,16-04-2024,Active,"['THE WHISPERS OFFICE N.6', 'TRIQ ROSS', 'SAN GILJAN', 'STJ 3109', 'Malta']"
C 108285,C 108285,Finex Ventures LIMITED,28-03-2024,Active,"['LEVEL 1 BLUE HARBOUR BUSINESS CENTRE', ""IX-XATT TA' XBIEX"", 'TA XBIEX', 'XBX 1027', 'Malta']"
C 108286,C 108286,Tresette Capital Ltd.,15-04-2024,Active,"['147/1', 'TRIQ SANTA LUCIJA', 'VALLETTA', 'VLY 1185', 'Malta']"
C 108287,C 108287,Panthalassa Yacht Limited,16-04-2024,Active,"['THE HUB E302', ""TRIQ SANT'ANDRIJA"", 'SAN GWANN', 'SGN 1612', 'Malta']"
C 108288,C 108288,Primo Water Malta Holdings Limited,16-04-2024,Active,"['LEVEL 3 VALLETTA BUILDINGS', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1103', 'Malta']"
C 108289,C 108289,Primo Water Malta Operations Limited,16-04-2024,Active,"['LEVEL 3 VALLETTA BUILDINGS', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1103', 'Malta']"
C 108290,C 108290,TFL PROPERTY DEVELOPMENT Limited,8/4/2024,Active,"['ZENTRUM BUSINESS CENTRE', 'TRIQ L- IMDINA', 'QORMI', 'QRM 9010', 'Malta']"
C 108291,C 108291,YOKE CONSULTING LIMITED,10/4/2024,Active,"['ASSIKURA BUILDINGS LEVEL 1', 'TREJQA TAL- FERROVIJA', 'SANTA VENERA', 'SVR 9017', 'Malta']"
C 108292,C 108292,Water Voyager Ltd.,16-04-2024,Active,"['187 OFFICE 7', ""XATT L- GHASSARA TA' L-GHENEB"", 'MARSA', 'MRS 1912', 'Malta']"
C 108293,C 108293,MALTA CRUISE & YACHT SERVICES LIMITED,28-03-2024,Active,"['14', 'IL-MOLL TAL- BRAKEN', 'MARSA', 'MRS 1442', 'Malta']"
C 108294,C 108294,DUE C Limited,17-04-2024,Active,"['LEVEL G (OFFICE 1/1193) QUANTUM HOUSE 75', 'TRIQ L- ABATE RIGORD', 'TA XBIEX', 'XBX 1120', 'Malta']"
C 108295,C 108295,Lamima Holdings Ltd.,17-04-2024,Active,"['37', 'TRIQ DUN MIKIEL XERRI', 'ATTARD', 'ATD 2023', 'Malta']"
C 108296,C 108296,Hemus Navigation Limited,17-04-2024,Active,"['60', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1103', 'Malta']"
C 108297,C 108297,Sredna Gora 24 Navigation Limited,17-04-2024,Active,"['60', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1103', 'Malta']"
C 108298,C 108298,Stara Planina Navigation Limited,17-04-2024,Active,"['60', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1103', 'Malta']"
C 108299,C 108299,Frank & Rubio Holdings Ltd.,17-04-2024,Active,"['42 DORGAN FLAT 5B', 'TRIQ IL- KAPPARA', 'MARSASKALA', 'MSK 3302', 'Malta']"
C 108300,C 108300,Harlan LTD.,17-04-2024,Active,"['ROOM 4 OFFICE 18 BLOCK 19 VINCENTI BUILDINGS', 'TRIQ ID- DEJQA', 'VALLETTA', 'VLT 1432', 'Malta']"
C 108301,C 108301,InfinityIT Limited,17-04-2024,Active,"['WILD FIRE COURT APT 3', 'TRIQ IS- SIRK', 'SWIEQI', 'SWQ 3215', 'Malta']"
C 108302,C 108302,ELMC Holding Ltd.,17-04-2024,Active,"['66 APT 5', 'TRIQ TAT- TEATRU L-ANTIK', 'VALLETTA', 'VLT 1427', 'Malta']"
C 108303,C 108303,Illumitech Malta LTD.,17-04-2024,Active,"['59 ASHFIELD FLATS FLT 4', 'TRIQ IL- KOPPLA', 'FGURA', 'FGR 1517', 'Malta']"
C 108304,C 108304,Island Escape Ltd.,17-04-2024,Active,"['GQC OFFICE', 'TRIQ MARKIZI ZIMMERMANN BARBARO', 'SLIEMA', 'SLM 3032', 'Malta']"
C 108305,C 108305,GREEN GUAVA CONSULTING Limited,17-04-2024,Active,"['REGENT HOUSE OFFICE 21', 'TRIQ BISAZZA', 'SLIEMA', 'SLM 1640', 'Malta']"
C 108306,C 108306,CHELTENHAM MARITIME LIMITED,17-04-2024,Active,"['171', 'TRIQ L- IFRAN', 'VALLETTA', 'VLT 1455', 'Malta']"
C 108307,C 108307,LUTON MARITIME LIMITED,17-04-2024,Active,"['171', 'TRIQ L- IFRAN', 'VALLETTA', 'VLT 1455', 'Malta']"
C 108308,C 108308,NEWBURY MARITIME LIMITED,17-04-2024,Active,"['171', 'TRIQ L- IFRAN', 'VALLETTA', 'VLT 1455', 'Malta']"
C 108309,C 108309,IN-NAHAL PROPERTY LIMITED,8/4/2024,Active,"['ZENTRUM BUSINESS CENTRE', 'TRIQ L- IMDINA', 'QORMI', 'QRM 9010', 'Malta']"
C 108310,C 108310,EnerGlobe Holdings Limited,4/4/2024,Active,"['ELITE BUSINESS CENTRE', ""TREJQA TA' BOX BOX"", 'MSIDA', 'MSD 1840', 'Malta']"
C 108311,C 108311,Bluestar Consulting Limited,17-04-2024,Active,"['115 B SUITE 3', 'TRIQ ZEKKA', 'VALLETTA', 'VLT 1515', 'Malta']"
C 108312,C 108312,Syprana Holdco 2 Limited,18-04-2024,Active,"['2', 'TRIQ SIR AUGUSTUS BARTOLO', 'TA XBIEX', 'XBX 1091', 'Malta']"
C 108313,C 108313,Galley Consulting Ltd.,18-04-2024,Active,"['86', 'TRIQ IL- MERKANTI', 'VALLETTA', 'VLT 1177', 'Malta']"
C 108314,C 108314,TELEDIRECT BPO LTD.,18-04-2024,Active,"['102 SUITE 3', 'TRIQ SANTA KATERINA', 'ATTARD', 'ATD 2605', 'Malta']"
C 108315,C 108315,Kinn Ltd.,18-04-2024,Active,"['154', 'TRIQ SAN GILJAN', 'SAN GWANN', 'SGN 2801', 'Malta']"
C 108316,C 108316,Ontest Malta Private Limited,18-04-2024,Active,"['EMERALD CRT FL 3', 'TRIQ PATRI GUZEPP CALLEJA', 'SAN PAWL IL-BAHAR', 'SPB 2770', 'Malta']"
C 108317,C 108317,BZ Maritime Limited,18-04-2024,Active,"['LEVEL 3 (SUITE NO. 3193) TOWER BUSINESS CENTRE', 'TRIQ IT- TORRI', 'SWATAR BIRKIRKARA', 'BKR 4013', 'Malta']"
C 108318,C 108318,SRZ Limited,18-04-2024,Active,"['34', 'TRIQ SAN XMUN', 'FGURA', 'FGR 1940', 'Malta']"
C 108319,C 108319,Hoyle Holdings Ltd.,18-04-2024,Active,"['203A', 'TRIQ L- IFRAN', 'VALLETTA', 'VLT 1453', 'Malta']"
C 108320,C 108320,Fidelis Rentals Limited,18-04-2024,Active,"['FIDELIS RENTALS', ""TRIQ SANT'ANTNIN"", 'SAN PAWL IL-BAHAR', 'SPB 2659', 'Malta']"
C 108321,C 108321,Noomri Assurance Limited,17-04-2024,Active,"['11/1', 'TRIQ SAN DUMINKU', 'VALLETTA', 'VLT 1604', 'Malta']"
C 108322,C 108322,Compass Star Limited,18-04-2024,Active,"['VILLA NINA', 'TRIQ IL- FORTIZZA', 'MADLIENA', 'SWQ 1602', 'Malta']"
C 108323,C 108323,Genex Gaming Limited,17-04-2024,Active,"['VAULT 14 LEVEL 2 VALLETTA WATERFRONT', 'XATT PINTO', 'FLORIANA', 'FRN 1914', 'Malta']"
C 108324,C 108324,Clair Group Services LTD.,9/4/2024,Active,"['PORTOMASO BUSINESS TOWER LEVEL 2', 'VJAL PORTOMASO', 'SAN GILJAN', 'STJ 4011', 'Malta']"
C 108325,C 108325,Themis Academy Ltd.,18-04-2024,Active,"['119 MAIS 2 THE GROVE', 'TRIQ HAL DGHEJF', 'NAXXAR', 'NXR 1054', 'Malta']"
C 108326,C 108326,ZAS Limited,18-04-2024,Active,"['64 EL CORAZON', 'TRIQ GROSSETO', 'BIRKIRKARA', 'BKR 4305', 'Malta']"
C 108327,C 108327,Penta SM Ltd.,17-04-2024,Active,"['6', 'SQAQ IX- XATT NRU. 2', 'PIETA', 'PTA 1611', 'Malta']"
C 108328,C 108328,TokePortal.com Ltd.,18-04-2024,Active,"['23', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1102', 'Malta']"
C 108329,C 108329,Zum Pictures Malta Limited,18-04-2024,Active,"[""'23 KINGSBRIDGE'"", 'TRIQ L- IMRIEHEL', 'BIRKIRKARA', 'BKR 1642', 'Malta']"
C 108330,C 108330,PlayEdge Strategies Ltd.,16-04-2024,Active,"['FLAT 3 ST GEORGE PRECA APARTMENTS', 'TRIQ IL- PARATA', 'SANTA VENERA', 'SVR 1311', 'Malta']"
C 108331,C 108331,12FORCES LTD.,19-04-2024,Active,"['LEVEL 5 CAROLINA COURT', ""TRIQ GIUSEPPE CALI'"", 'TA XBIEX', 'XBX 1425', 'Malta']"
C 108332,C 108332,wamo Embedded Services Ltd.,19-04-2024,Active,"['LEVEL 11 PORTOMASO BUSINESS TOWER', 'VJAL PORTOMASO', 'SAN GILJAN', 'STJ 4011', 'Malta']"
C 108333,C 108333,J&E PROJECTS LIMITED,19-04-2024,Active,"['DAR IL-MERILL', 'TRIQ GUZEPPI BUSUTTIL', 'SIGGIEWI', 'SGW 3426', 'Malta']"
C 108334,C 108334,muna yachting LIMITED,16-04-2024,Active,"['136', 'TRIQ SAN KRISTOFRU', 'VALLETTA', 'VLT 1463', 'Malta']"
C 108335,C 108335,DJMT Properties Ltd.,22-04-2024,Active,"['NO 1 FLAT 16', 'SQAQ TALIANA', 'GZIRA', 'GZR 1580', 'Malta']"
C 108336,C 108336,Joseph Dan. Turnkey Contractors Ltd.,22-04-2024,Active,"['47B', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1101', 'Malta']"
C 108337,C 108337,Red Coral Bulkers Ltd.,17-04-2024,Active,"['25/16 VINCENTI BUILDINGS', 'TRIQ ID- DEJQA', 'VALLETTA', 'VLT 1432', 'Malta']"
C 108338,C 108338,Farrugia Operations Ltd.,22-04-2024,Active,"['FJORD', 'TRIQ L- GHASIR', 'ZEBBUG', 'ZBG 1501', 'Malta']"
C 108339,C 108339,Oddsmarket Limited,22-04-2024,Active,"['97', 'TRIQ WINDSOR', 'SLIEMA', 'SLM 1853', 'Malta']"
C 108340,C 108340,NH Family Office LIMITED,22-04-2024,Active,"['25', ""IX-XATT TA' QUI-SI-SANA"", 'SLIEMA', 'SLM 3113', 'Malta']"
C 108341,C 108341,A4K PROPERTY DEVELOPMENT LIMITED,22-04-2024,Active,"['14', 'TRIQ IL- KBIRA', 'MELLIEHA', 'MLH 2311', 'Malta']"
C 108342,C 108342,Gametree Holding Limited,23-04-2024,Active,"['REGENT HOUSE OFFICE 21', 'TRIQ BISAZZA', 'SLIEMA', 'SLM 1640', 'Malta']"
C 108343,C 108343,Zoe Maritime Ltd.,22-04-2024,Active,"['171', 'TRIQ L- IFRAN', 'VALLETTA', 'VLT 1455', 'Malta']"
C 108344,C 108344,Paradise International Ltd.,23-04-2024,Active,"['152 / NO.9', 'TRIQ IN- NAXXAR', 'SAN GWANN', 'SGN 9030', 'Malta']"
C 108345,C 108345,Puzzle Solutions Ltd.,23-04-2024,Active,"['19 THE DALES', 'TRIQ GALATA', 'MADLIENA', 'SWQ 1241', 'Malta']"
C 108346,C 108346,Noda Payments Ltd.,23-04-2024,Active,"['THE CORE', ""TRIQ IL- WIED TA' L-IMSIDA"", 'MSIDA', 'MSD 9021', 'Malta']"
C 108347,C 108347,ZD 6 HOLDING LIMITED,16-04-2024,Active,"['230, 230 WORKS BUSINESS CENTRE 2ND FLOOR', 'TRIQ IL- KUNGRESS EWKARISTIKU', 'MOSTA', 'MST 9039', 'Malta']"
C 108348,C 108348,GNT & Co. Investments Limited,23-04-2024,Active,"['143/9', 'TRIQ IT- TORRI', 'SLIEMA', 'SLM 1605', 'Malta']"
C 108349,C 108349,Big Build Ltd.,23-04-2024,Active,"['TIME SQUARE 5TH AVENUE MAIS 91', 'TRIQ IC- CINJU', 'MOSTA', 'MST 1013', 'Malta']"
C 108350,C 108350,Camant Developments LIMITED,23-04-2024,Active,"['SUNSET', 'TRIQ TAL- KANUN', 'ZEBBUG, GHAWDEX', 'ZBB 1120', 'Malta']"
C 108351,C 108351,Training 360 Limited,22-04-2024,Active,"['PENTHOUSE 7 VICTORY COURT BLOCK B', 'TRIQ IL- WILEG', 'SAN PAWL IL-BAHAR', 'SPB 1925', 'Malta']"
C 108352,C 108352,Sunlit Properties Limited,22-04-2024,Active,"['CENTRIS BUSINESS GATEWAY LEVEL 4/W TRIQ IS-SALIB TAL-IMRIEHEL ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 108353,C 108353,Bado Investments Limited,23-04-2024,Active,"['APT. 19 T6B FAVRAY COURT', ""IL-PONTA TA' TIGNE'"", 'SLIEMA', 'SLM 1201', 'Malta']"
C 108354,C 108354,Global Connections Limited,23-04-2024,Active,"['43 MADONNINA', ""TRIQ TA' RQAJJA"", 'SAFI', 'SFI 1182', 'Malta']"
C 108355,C 108355,Elite Travel LTD.,23-04-2024,Active,"['66 FLAT 2 THE TERRACE BLOCK A', 'TRIQ RUZAR BRIFFA', 'MOSTA', 'MST 1490', 'Malta']"
C 108356,C 108356,Wolf Enterprises Ltd.,23-04-2024,Active,"['OFFICE 2 LEVEL 2 STERLING BUILDING', 'TRIQ ENRICO MIZZI', 'TA XBIEX', 'XBX 1453', 'Malta']"
C 108357,C 108357,Imperium Herbals Ltd.,24-04-2024,Active,"['ADD MALTA LEVEL 2 HARDROCKS BUSINESS PARK', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 108358,C 108358,Rentout International Limited,18-04-2024,Active,"['NO2', 'TRIQ GERALDU FARRUGIA', 'ZEBBUG', 'ZBG 4351', 'Malta']"
C 108359,C 108359,Roughcut Ltd.,25-04-2024,Active,"['8 ORANGE BLOSSOM FL 2', 'TRIQ TAL- MIRAKLI', 'LIJA', 'LJA 1605', 'Malta']"
C 108360,C 108360,ALBANIA CONSTRUCTION LTD.,25-04-2024,Active,"['41 SHEARWATER FL 2', 'TRIQ EFESU', 'SAN PAWL IL-BAHAR', 'SPB 2702', 'Malta']"
C 108361,C 108361,THILA YACHTING LTD.,22-04-2024,Active,"['1A GRAVEL ROW', 'TRIQ REGGIE MILLER', 'GZIRA', 'GZR 1544', 'Malta']"
C 108362,C 108362,TW CONSULTING & TRADE LTD.,23-04-2024,Active,"[""TOWN'S END BLOCK D/9"", 'TRIQ L- IZBARK TAL-FRANCIZI', 'MELLIEHA', 'MLH 4100', 'Malta']"
C 108363,C 108363,Fava La Val Limited,25-04-2024,Active,"['110', 'TRIQ CLARENCE', 'MSIDA', 'MSD 1292', 'Malta']"
C 108364,C 108364,GUSTI FRANCHISE LIMITED,25-04-2024,Active,"['GUSTI CAFETERIA', ""TRIQ IL- WIED TA' L-IMSIDA"", 'MSIDA', 'MSD 9027', 'Malta']"
C 108365,C 108365,SD Buildings Limited,25-04-2024,Active,"['220 AVENIDA', 'TRIQ IS- SWIEQI', 'SWIEQI', 'SWQ 3452', 'Malta']"
C 108366,C 108366,PROPERTY GIANT LIMITED,25-04-2024,Active,"['2 FLORIBUNDI', 'TRIQ HAL QORMI, SQAQ NRU. 3', 'ATTARD', 'ATD 1170', 'Malta']"
C 108367,C 108367,T.E.M.B. Projects Ltd.,25-04-2024,Active,"['DWL REAL ESTATE', 'TRIQ IL- KAHWIELA', 'MOSTA', 'MST 4549', 'Malta']"
C 108368,C 108368,Nodefactory Limited,25-04-2024,Active,"['LEVEL 3 (SUITE 3290) TOWER BUSINESS CENTRE', 'TRIQ IT- TORRI', 'SWATAR BIRKIRKARA', 'BKR 4013', 'Malta']"
C 108369,C 108369,Yacht Pro Personnel Ltd.,25-04-2024,Active,"['PRETI COURT T8F8', ""IL-PONTA TA' TIGNE'"", 'SLIEMA', 'SLM 3190', 'Malta']"
C 108370,C 108370,Gametree Studio Limited,25-04-2024,Active,"['REGENT HOUSE OFFICE 21', 'TRIQ BISAZZA', 'SLIEMA', 'SLM 1640', 'Malta']"
C 108371,C 108371,Luke's Beverages Limited,25-04-2024,Active,"['TA SERGIO', 'TRIQ PROF. CARMELO COLEIRO', 'QORMI', 'QRM 4000', 'Malta']"
C 108372,C 108372,The Seed Circle Ltd.,25-04-2024,Active,"['36 FLAT 3', 'TRIQ L- ABBATE SAVOIA', 'NAXXAR', 'NXR 1141', 'Malta']"
C 108373,C 108373,KMC Future Concepts Ltd.,25-04-2024,Active,"['ADD MALTA LEVEL 2 HARDROCK BUSINESS PARK', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 108374,C 108374,Zugfin Capital Partners Limited,25-04-2024,Active,"['EWROPA BUSINESS CENTRE LEVEL 3-701', 'TRIQ DUN KARM', 'BIRKIRKARA', 'BKR 9034', 'Malta']"
C 108375,C 108375,Rocketlink Holdings Limited,25-04-2024,Active,"['LEVEL 3 (SUITE 3200) TOWER BUSINESS CENTRE', 'TRIQ IT- TORRI', 'SWATAR BIRKIRKARA', 'BKR 4013', 'Malta']"
C 108376,C 108376,Orangeville Estates Limited,23-04-2024,Active,"['143/9', 'TRIQ IT- TORRI', 'SLIEMA', 'SLM 1605', 'Malta']"
C 108377,C 108377,EuroSky Holdings Ltd.,26-04-2024,Active,"['19', 'TRIQ SAN MARK', 'VALLETTA', 'VLT 1362', 'Malta']"
C 108378,C 108378,PINK APRON LIMITED,15-04-2024,Active,"['17', 'TRIQ IZ- ZEBBUG', 'SAN GILJAN', 'STJ 1953', 'Malta']"
C 108379,C 108379,ELITE CONSULTING LTD.,23-04-2024,Active,"['CMS HOUSE THIRD FLOOR', ""It-Telgha ta' San Pietru"", 'SAN GWANN', 'SGN 2310', 'Malta']"
C 108380,C 108380,Better Collective Malta Limited,29-04-2024,Active,"[""LEVEL 5 ST. JULIAN'S BUSINESS CENTRE"", 'TRIQ ELIJA ZAMMIT', 'SAN GILJAN', 'STJ 3153', 'Malta']"
C 108381,C 108381,Condotti Consulting Limited,29-04-2024,Active,"['BALLUTA HARBOUR BLOCK 2000 APARTMENT 2001', 'TRIQ BIRKIRKARA', 'SAN GILJAN', 'STJ 1308', 'Malta']"
C 108382,C 108382,ESTERHUYZEN LIMITED,29-04-2024,Active,"['EWROPA BUSINESS CENTRE LEVEL 3-701', 'TRIQ DUN KARM', 'BIRKIRKARA', 'BKR 9034', 'Malta']"
C 108383,C 108383,The 90's Ltd.,29-04-2024,Active,"['26', 'TRIQ IS- SORIJIET FRANGISKANI', 'SAN GWANN', 'SGN 4416', 'Malta']"
C 108384,C 108384,MIKE OSCAR JULIET LTD.,29-04-2024,Active,"['NORTHLINK BUSINESS CENTRE LEVEL 2', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 108385,C 108385,Tal Qawwi Developments Ltd.,29-04-2024,Active,"['EMERALD MANS BLK A P/H 14', 'TRIQ IL- MEHRIEZ', 'ZABBAR', 'ZBR 2841', 'Malta']"
C 108386,C 108386,CXC10 Ltd.,29-04-2024,Active,"['OLIVE CRT 3', 'TRIQ SANTA MARIJA', 'ZEBBUG', 'ZBG 1608', 'Malta']"
C 108387,C 108387,Bastin Sales and Services Ltd.,29-04-2024,Active,"['CENTRIS BUSINESS GATEWAY LEVEL 4/W TRIQ IS-SALIB TAL-IMRIEHEL ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 108388,C 108388,Unity Property Limited,17-04-2024,Active,"['5-6 Y&P COMPLEX', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 108389,C 108389,Almasa Company Ltd.,29-04-2024,Active,"['ZARB OFFICE', 'TRIQ HAL GHARGHUR', 'IKLIN', 'IKL 2901', 'Malta']"
C 108390,C 108390,Gremi Global Limited,22-04-2024,Active,"['PYKETREE BUSINESS CENTRE SUITE 3 ZONE 5 CENTRAL BUSINESS DISTRICT', 'INDUSTRY STREET', 'SANTA VENERA', 'CBD 5030', 'Malta']"
C 108391,C 108391,Azure Global Limited,29-04-2024,Active,"['32A THANKS GOD', 'TRIQ IL- FALKUNIER', 'ZEJTUN', 'ZTN 4466', 'Malta']"
C 108392,C 108392,Lava Holdings Ltd.,29-04-2024,Active,"['10 BLUE SKY RESIDENCE FLAT 06', 'TRIQ IC- CITRU', 'ATTARD', 'ATD 2050', 'Malta']"
C 108393,C 108393,Fenati Assets Ltd.,29-04-2024,Active,"['CENTRIS BUSINESS GATEWAY LEVEL 4/W TRIQ IS-SALIB TAL-IMRIEHEL ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 108394,C 108394,LNRA Trading Ltd.,29-04-2024,Active,"['66 APT 5', 'TRIQ TAT- TEATRU L-ANTIK', 'VALLETTA', 'VLT 1427', 'Malta']"
C 108395,C 108395,1 2 Scale Limited,29-04-2024,Active,"['152 / NO.9', 'TRIQ IN- NAXXAR', 'SAN GWANN', 'SGN 9030', 'Malta']"
C 108396,C 108396,ORIANA CRUISING LTD.,29-04-2024,Active,"['88 MAYFLOWER COURT THE PENTHOUSE NO.8', 'TRIQ SAN LWIGI', 'MSIDA', 'MSD 1465', 'Malta']"
C 108397,C 108397,Gen X Property Management Ltd.,10/4/2024,Active,"['36 BEN ESTATES', 'TRIQ ERIN SERRACINO INGLOTT', 'IKLIN', 'IKL 1401', 'Malta']"
C 108398,C 108398,Ellis Contracts Ltd.,30-04-2024,Active,"['38', ""TRIQ TA' VIANI"", 'RABAT, GHAWDEX', 'VCT 2660', 'Malta']"
C 108399,C 108399,Ultraviolet 1 Limited,30-04-2024,Active,"['IL-PIAZZETTA A SUITE 52 LEVEL 5', 'TRIQ IT- TORRI', 'SLIEMA', 'SLM 1607', 'Malta']"
C 108400,C 108400,Ultraviolet 2 Limited,30-04-2024,Active,"['IL-PIAZZETTA A SUITE 52 LEVEL 5', 'TRIQ IT- TORRI', 'SLIEMA', 'SLM 1607', 'Malta']"
C 108401,C 108401,Ultraviolet 3 Limited,30-04-2024,Active,"['IL-PIAZZETTA A SUITE 52 LEVEL 5', 'TRIQ IT- TORRI', 'SLIEMA', 'SLM 1607', 'Malta']"
C 108402,C 108402,Zola Real Estate Limited,30-04-2024,Active,"['LEVEL 0 SUITE 2013 MALTA MARRIOTT HOTEL & SPA 39 BALLUTA BAY', 'TRIQ IL- KBIRA', 'SAN GILJAN', 'STJ 1017', 'Malta']"
C 108403,C 108403,Genius Unlimited Ltd.,30-04-2024,Active,"['64 EXCALIBUR', 'TRIQ B. BONTADINI', 'BIRKIRKARA', 'BKR 1737', 'Malta']"
C 108404,C 108404,Genius Coaching Ltd.,30-04-2024,Active,"['64 EXCALIBUR', 'TRIQ B. BONTADINI', 'BIRKIRKARA', 'BKR 1737', 'Malta']"
C 108405,C 108405,Genius Enterprise Ltd.,30-04-2024,Active,"['64 EXCALIBUR', 'TRIQ B. BONTADINI', 'BIRKIRKARA', 'BKR 1737', 'Malta']"
C 108406,C 108406,DD Installations Ltd.,29-04-2024,Active,"['314', 'TRIQ MONS. MIKIEL AZZOPARDI', 'SIGGIEWI', 'SGW 2013', 'Malta']"
C 108407,C 108407,Boatique Malta Limited,30-04-2024,Active,"['BRENT COURT BLOCK A FLAT 18', 'TRIQ DUN GUZEPP VELLA', 'QALA, GHAWDEX', 'QLA 1090', 'Malta']"
C 108408,C 108408,Cage MT Ltd.,30-04-2024,Active,"['LEVEL 5 CAROLINA COURT', ""TRIQ GIUSEPPE CALI'"", 'TA XBIEX', 'XBX 1425', 'Malta']"
C 108409,C 108409,COLLINS INVESTMENTS LTD.,30-04-2024,Active,"['FLAT 2B BARON COURT', 'TRIQ KARLU GALEA', 'RABAT, GHAWDEX', 'VCT 2605', 'Malta']"
C 108410,C 108410,FLEXAVIATION LTD.,30-04-2024,Active,"['NORTHLINK BUSINESS CENTRE LEVEL 2', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 108411,C 108411,DurASell Production Ltd.,30-04-2024,Active,"['HORECA BUILDING 3RD FLOOR', 'TRIQ L- IMGARR', 'XEWKIJA, GHAWDEX', 'XWK 9012', 'Malta']"
C 108412,C 108412,Penta Pharma Limited,29-04-2024,Active,"['6', ""SQAQ SANT'ANTNIN"", 'Bubaqra', 'ZRQ 2840', 'Malta']"
C 108413,C 108413,European Industrial and Base Metals Limited,22-04-2024,Active,"['136', 'TRIQ SAN KRISTOFRU', 'VALLETTA', 'VLT 1463', 'Malta']"
C 108414,C 108414,North Africa Mining and Minerals Limited,22-04-2024,Active,"['136', 'TRIQ SAN KRISTOFRU', 'VALLETTA', 'VLT 1463', 'Malta']"
C 108415,C 108415,Omi Capital Limited,2/5/2024,Active,"['LEVEL 3 (SUITE NO. 3199) TOWER BUSINESS CENTRE', 'TRIQ IT- TORRI, SWATAR', 'BIRKIRKARA', 'BKR 4013', 'Malta']"
C 108416,C 108416,Augusta Yachting Limited,2/5/2024,Active,"['TIGNE PLACE BLOCK 35 OFFICE 2/3', ""TRIQ TIGNE'"", 'SLIEMA', 'SLM 3173', 'Malta']"
